code,age,name,gender,company,Aracaju (SE)_as_source,Brasilia (DF)_as_source,Campo Grande (MS)_as_source,Florianopolis (SC)_as_source,Natal (RN)_as_source,Recife (PE)_as_source,Rio de Janeiro (RJ)_as_source,Salvador (BH)_as_source,Sao Paulo (SP)_as_source,Aracaju (SE)_as_destination,Brasilia (DF)_as_destination,Campo Grande (MS)_as_destination,Florianopolis (SC)_as_destination,Natal (RN)_as_destination,Recife (PE)_as_destination,Rio de Janeiro (RJ)_as_destination,Salvador (BH)_as_destination,Sao Paulo (SP)_as_destination,economic_count,firstClass_count,premium_count,total_distance,total_price,total_time,january_as_travel_month,february_as_travel_month,march_as_travel_month,april_as_travel_month,may_as_travel_month,june_as_travel_month,july_as_travel_month,august_as_travel_month,september_as_travel_month,october_as_travel_month,november_as_travel_month,december_as_travel_month
124,Rae Austin,54,female,4You,32,46,9,10,15,30,9,16,9,32,46,9,10,15,30,9,16,9,64,68,44,94056.68000000012,163923.52999999997,244.44,18,16,17,18,17,9,9,9,10,18,18,17
125,Marshall Knight,61,male,4You,25,18,7,5,11,16,6,2,8,25,18,7,5,11,16,6,2,8,36,32,30,45851.93999999999,82824.26999999996,119.13999999999997,10,8,8,9,8,9,10,8,2,9,9,8
126,Ernesto Naron,47,none,4You,79,70,16,22,21,81,31,26,16,79,70,16,22,21,81,31,26,16,80,158,124,187048.63999999987,344314.2800000005,485.98000000000064,35,33,30,27,26,25,27,26,28,37,32,36
127,Juan Jaremka,47,none,4You,48,43,18,7,14,52,14,15,13,48,43,18,7,14,52,14,15,13,62,106,56,110171.58000000003,207837.11000000007,286.26000000000016,18,17,16,18,17,17,20,16,19,28,21,17
128,Alexander Carter,58,male,4You,5,1,2,4,2,4,1,1,0,5,1,2,4,2,4,1,1,0,6,10,4,12896.200000000003,21945.74,33.50000000000001,0,0,0,0,0,0,0,0,2,9,9,0
129,Angela Cooper,50,female,4You,72,79,25,22,21,77,23,26,21,72,79,25,22,21,77,23,26,21,104,174,88,187560.83999999985,351079.34,487.34000000000106,34,33,33,26,27,25,28,25,28,36,33,38
130,Robin Greek,65,female,4You,1,4,1,0,0,3,1,1,1,1,4,1,0,0,3,1,1,1,0,4,8,4808.66,10454.109999999999,12.500000000000004,0,0,0,0,0,0,0,0,2,9,1,0
131,Terry Conteras,25,female,4You,51,42,14,12,15,39,12,9,10,51,42,14,12,15,39,12,9,10,48,82,74,93971.42000000004,180093.62,244.21999999999989,18,17,16,18,18,16,18,18,12,18,17,18
132,Mary Dortch,48,none,4You,30,32,9,7,7,29,7,6,9,30,32,9,7,7,29,7,6,9,38,66,32,67609.22000000002,127740.26000000004,175.65999999999994,12,8,9,9,9,8,9,9,10,18,17,18
133,Ma New,28,female,4You,44,47,17,17,7,49,18,13,10,44,47,17,17,7,49,18,13,10,60,92,70,113260.77999999994,205493.27000000002,294.32,17,16,18,18,18,16,18,18,19,28,18,18
134,Anthony Mccaslin,54,male,4You,55,54,14,26,8,58,26,19,4,55,54,14,26,8,58,26,19,4,70,116,78,144000.8600000001,258389.36000000007,374.22000000000065,28,24,25,19,18,16,19,17,19,27,25,27
135,Jeanna Davis,45,female,4You,34,33,14,12,11,36,11,12,7,34,33,14,12,11,36,11,12,7,56,74,40,87144.57999999994,157514.93000000002,226.49999999999997,18,16,17,19,11,8,9,9,10,19,16,18
136,Sabrina Chance,53,female,4You,6,12,3,0,1,4,6,1,3,6,12,3,0,1,4,6,1,3,10,16,10,15225.679999999998,30759.309999999998,39.60000000000001,8,0,0,0,0,0,0,0,2,9,9,8
137,Brittany Brahler,60,none,4You,45,59,17,15,13,43,8,13,15,45,59,17,15,13,43,8,13,15,74,92,62,110911.35999999996,205460.64000000004,288.30000000000007,18,17,16,19,17,16,19,17,19,27,25,18
138,Kathryn Otsuka,27,female,4You,12,13,1,6,2,12,2,2,6,12,13,1,6,2,12,2,2,6,14,22,20,28427.959999999995,53095.61000000001,73.87999999999997,10,7,9,2,0,0,0,0,2,9,9,8
139,David Huerta,31,none,4You,52,43,8,20,15,36,11,19,8,52,43,8,20,15,36,11,19,8,60,76,76,115837.71999999999,204153.86000000004,301.0600000000002,17,17,17,18,17,17,20,16,19,20,16,18
140,Lillian Reyes,65,female,4You,54,55,25,11,19,53,17,15,21,54,55,25,11,19,53,17,15,21,70,118,82,128970.43999999999,245611.0499999999,335.12000000000035,27,23,26,26,17,16,18,18,19,28,24,28
141,Moises Gilliard,39,none,4You,13,13,2,4,1,14,4,6,3,13,13,2,4,1,14,4,6,3,16,28,16,31737.53999999999,57637.539999999986,82.45999999999998,9,8,9,6,0,0,0,0,2,9,9,8
142,Richard Espericueta,39,male,4You,14,19,11,9,4,20,3,7,7,14,19,11,9,4,20,3,7,7,26,36,32,50978.01999999999,91328.36,132.45999999999998,9,9,8,9,9,8,9,5,2,9,8,9
143,Lisa Fitch,37,female,4You,21,17,5,8,5,11,7,2,4,21,17,5,8,5,11,7,2,4,20,26,34,39196.76000000002,72187.09,101.87999999999991,9,9,8,9,9,8,0,0,2,9,8,9
144,Samantha Link,53,female,4You,19,17,11,9,1,21,6,5,7,19,17,11,9,1,21,6,5,7,26,40,30,52164.09999999999,92323.12999999995,135.53999999999988,9,9,8,9,9,8,9,7,2,9,8,9
145,Sandra Cruson,30,female,4You,79,93,17,25,24,78,16,24,28,79,93,17,25,24,78,16,24,28,122,162,100,189193.6999999999,348566.55,491.68000000000075,37,32,34,35,34,26,27,26,28,37,32,36
146,Ruben Flores,65,male,4You,74,87,17,24,35,75,23,21,24,74,87,17,24,35,75,23,21,24,122,138,120,193228.33999999997,345294.97999999975,502.1400000000012,35,32,35,35,31,25,26,27,28,37,32,37
147,Noah Pillar,55,none,4You,10,9,2,2,6,13,3,2,5,10,9,2,2,6,13,3,2,5,16,22,14,23344.360000000008,44288.77,60.660000000000004,10,8,6,0,0,0,0,0,2,9,8,9
148,Marty Ferguson,57,male,4You,62,66,16,22,16,85,28,30,29,62,66,16,22,16,85,28,30,29,104,156,94,186091.69999999978,337611.90999999957,483.4800000000005,35,29,25,27,26,25,27,26,28,36,33,37
149,Mary Harkness,37,female,4You,69,68,18,21,27,59,20,17,23,69,68,18,21,27,59,20,17,23,84,146,92,156508.6000000001,295055.4700000001,406.7599999999996,25,25,26,27,26,25,27,26,29,33,25,28
150,Catherine Michael,39,none,4You,6,7,1,1,5,8,2,1,3,6,7,1,1,5,8,2,1,3,8,14,12,15338.400000000001,29762.600000000002,39.86,6,0,0,0,0,0,0,0,2,9,9,8
151,Edward Harris,40,none,4You,39,41,14,9,10,45,14,7,13,39,41,14,9,10,45,14,7,13,56,78,58,95367.26000000015,176513.69000000015,247.77999999999997,18,16,17,19,16,17,17,9,10,19,16,18
152,Elisa Vizcarra,42,female,4You,64,72,21,9,17,61,21,23,24,64,72,21,9,17,61,21,23,24,82,126,104,157500.44,291463.26999999984,409.2200000000005,26,24,26,27,26,25,27,26,25,28,24,28
153,Tona Buri,65,female,4You,47,41,12,9,13,43,9,20,8,47,41,12,9,13,43,9,20,8,58,102,42,104952.52000000005,193110.75999999995,272.7000000000002,18,16,17,18,18,16,18,18,10,19,16,18
154,Rex Velasquez,46,male,4You,8,10,3,3,3,16,1,6,4,8,10,3,3,3,16,1,6,4,16,22,16,28480.68,51185.12000000002,74.00000000000003,10,7,9,0,0,0,0,0,2,9,9,8
155,Matthew Sullivan,26,none,4You,73,74,17,23,17,81,24,25,22,73,74,17,23,17,81,24,25,22,102,158,96,174768.86000000007,322335.3699999999,454.2400000000006,35,30,26,27,25,26,27,26,28,37,33,36
156,Shannon Buitron,53,female,4You,50,62,14,16,18,53,21,12,14,50,62,14,16,18,53,21,12,14,92,120,48,124748.34000000001,232798.50000000006,324.20000000000033,27,24,23,18,18,16,20,16,19,26,27,26
157,Sarah Axelson,42,none,4You,49,64,14,16,16,66,21,22,18,49,64,14,16,16,66,21,22,18,88,108,90,145811.78000000006,259734.84000000005,378.94000000000085,27,23,27,26,26,23,19,17,19,28,24,27
158,Benjamin Vanbuskirk,52,male,4You,81,85,22,30,17,75,21,31,26,81,85,22,30,17,75,21,31,26,96,172,120,208198.82000000004,382240.5999999999,541.060000000001,35,33,34,35,35,29,28,25,28,36,33,37
159,Jack Harris,26,male,4You,10,13,8,5,7,14,3,1,5,10,13,8,5,7,14,3,1,5,16,22,28,31715.59999999998,58947.83999999999,82.38000000000002,10,7,9,9,3,0,0,0,2,9,8,9
160,Juan Stevenson,43,none,4You,18,21,10,6,5,23,10,7,10,18,21,10,6,5,23,10,7,10,34,46,30,58657.03999999998,104891.62000000002,152.39999999999995,9,8,9,9,9,8,10,8,10,13,9,8
161,Abraham Smith,62,male,4You,56,52,14,12,14,53,19,13,23,56,52,14,12,14,53,19,13,23,74,108,74,120718.24000000002,225193.8300000001,313.64000000000016,28,24,18,18,18,16,18,18,19,28,24,27
162,Helen Jordan,21,female,4You,53,41,15,14,12,42,22,10,13,53,41,15,14,12,42,22,10,13,50,102,70,114405.30000000003,214210.7300000002,297.28000000000014,18,16,17,18,17,17,19,17,19,28,19,17
163,Derek Colburn,59,male,4You,30,20,8,10,9,26,8,7,6,30,20,8,10,9,26,8,7,6,26,64,34,62841.67999999998,121372.33000000002,163.31999999999988,10,8,8,9,9,8,9,9,10,19,17,8
164,Tyler Butler,35,male,4You,17,12,4,3,8,16,6,5,9,17,12,4,3,8,16,6,5,9,32,30,18,43880.560000000005,75375.64,113.99999999999996,9,8,9,9,9,8,0,0,2,9,8,9
165,Christine Burlingham,62,none,4You,11,8,1,1,3,12,5,7,4,11,8,1,1,3,12,5,7,4,20,22,10,27341.100000000013,48572.249999999985,71.03999999999996,10,8,6,0,0,0,0,0,2,9,9,8
166,Bonnie Romero,65,none,4You,54,50,15,20,15,65,17,17,21,54,50,15,20,15,65,17,17,21,80,118,76,143173.6,261147.8099999999,372.02000000000066,28,23,26,26,21,16,19,17,19,27,25,27
167,Robert Toney,65,male,4You,6,8,2,4,2,4,0,1,1,6,8,2,4,2,4,0,1,1,4,16,8,14116.000000000004,28785.579999999998,36.7,0,0,0,0,0,0,0,0,2,9,8,9
168,Lynn Quirk,53,female,4You,75,64,14,17,15,75,34,18,34,75,64,14,17,15,75,34,18,34,76,162,108,166305.17999999976,315336.24999999965,432.14000000000016,33,23,26,27,25,26,26,27,28,36,34,35
169,William Headley,55,none,4You,50,55,13,17,16,42,17,15,17,50,55,13,17,16,42,17,15,17,76,102,64,124929.96000000012,225359.62,324.6800000000005,23,16,17,18,18,16,19,17,19,28,24,27
170,Charlotte Adair,36,none,4You,44,50,12,18,14,42,6,16,18,44,50,12,18,14,42,6,16,18,64,88,68,110443.95999999998,200863.52000000005,287.02000000000004,18,16,17,18,18,16,18,18,19,28,16,18
171,Wade Cobb,49,male,4You,31,38,12,13,9,45,15,16,9,31,38,12,13,9,45,15,16,9,54,74,60,98160.12000000007,175929.35999999996,255.07999999999996,18,15,18,18,18,16,13,9,10,19,17,17
172,Emery Bradford,44,none,4You,3,1,1,0,0,1,1,0,1,3,1,1,0,0,1,1,0,1,2,0,6,4122.5199999999995,7058.400000000001,10.7,0,0,0,0,0,0,0,0,2,6,0,0
173,Devin Shaver,49,male,4You,35,29,8,14,12,28,6,11,5,35,29,8,14,12,28,6,11,5,54,64,30,79195.51999999995,140394.1600000001,205.81999999999982,19,14,8,9,8,9,9,9,10,19,17,17
174,Christopher Brown,59,none,4You,78,91,25,24,23,79,19,20,37,78,91,25,24,23,79,19,20,37,132,156,108,193126.6800000001,352820.6399999997,501.82000000000045,34,31,36,36,34,34,31,25,28,36,34,37
175,Doris Marsh,48,female,4You,56,58,19,20,21,54,12,17,17,56,58,19,20,21,54,12,17,17,88,108,78,135069.58000000002,245654.66000000006,351.07999999999976,27,25,25,27,20,16,20,16,19,28,24,27
176,Eva Grant,32,female,4You,38,55,17,17,17,58,12,21,7,38,55,17,17,17,58,12,21,7,80,98,64,126654.64000000001,225683.92,329.2000000000001,23,16,17,18,18,16,18,18,19,27,25,27
177,Brent Jaynes,55,male,4You,72,54,15,18,23,68,17,18,19,72,54,15,18,23,68,17,18,19,70,140,94,150749.65999999997,284181.74,391.67999999999995,26,24,26,27,25,26,29,22,19,28,24,28
178,Bobby Rutledge,36,male,4You,54,54,15,13,14,59,19,18,16,54,54,15,13,14,59,19,18,16,76,128,58,129240.94000000005,243404.73,335.90000000000043,27,25,24,18,18,16,18,18,19,28,24,27
179,Ellen Brodowski,55,female,4You,36,40,12,13,13,30,15,8,13,36,40,12,13,13,30,15,8,13,54,82,44,85607.10000000002,163413.24000000002,222.56000000000006,17,18,16,18,18,12,10,8,10,18,17,18
180,William Prahm,27,male,4You,48,55,24,14,15,57,20,14,17,48,55,24,14,15,57,20,14,17,64,124,76,132796.3200000001,251422.2200000001,345.04000000000025,28,23,26,19,17,17,18,18,19,27,26,26
181,Harry Wong,23,none,4You,45,33,13,14,17,42,17,5,14,45,33,13,14,17,42,17,5,14,54,92,54,98754.84000000007,184001.9600000001,256.59999999999985,18,16,17,18,17,17,18,16,10,18,17,18
182,Donald Anderson,29,male,4You,48,50,13,12,16,49,11,16,15,48,50,13,12,16,49,11,16,15,84,104,42,114097.84000000007,207967.75999999995,296.5199999999999,18,17,16,18,18,16,19,17,19,27,25,20
183,Dean Lindberg,42,male,4You,66,84,32,21,14,77,22,35,27,66,84,32,21,14,77,22,35,27,106,160,112,193716.63999999978,357457.7099999998,503.4000000000013,35,33,34,36,28,25,27,26,29,36,33,36
184,Ronald Giunta,60,male,4You,10,15,8,4,2,18,3,9,5,10,15,8,4,2,18,3,9,5,14,36,24,41334.319999999985,76119.78999999998,107.41999999999994,10,8,8,9,8,3,0,0,2,9,8,9
185,Robert Sherman,54,male,4You,46,57,22,17,16,57,12,24,11,46,57,22,17,16,57,12,24,11,76,116,70,137354.16000000012,250188.89999999994,356.92000000000036,26,26,24,18,18,16,19,17,19,27,26,26
186,Doris Quinones,56,female,4You,73,71,23,24,24,72,13,23,19,73,71,23,24,24,72,13,23,19,98,140,104,171569.47999999992,314344.6099999999,445.8400000000004,27,25,25,27,25,26,27,26,28,35,34,37
187,Merle Gravatt,59,male,4You,64,70,19,16,16,62,20,16,25,64,70,19,16,16,62,20,16,25,84,144,80,148661.93999999997,284780.27999999997,386.34000000000066,27,24,26,28,24,26,29,24,21,27,25,27
188,Donald Kingsley,24,male,4You,44,58,14,16,13,50,13,15,15,44,58,14,16,13,50,13,15,15,50,122,66,111416.72000000002,221831.66999999993,289.5799999999998,19,16,17,18,18,16,19,17,19,26,27,26
189,Nicholas Goodman,31,male,4You,86,74,21,28,24,79,28,20,24,86,74,21,28,24,79,28,20,24,102,158,124,194067.1799999996,354142.21999999974,504.2400000000008,35,33,35,34,36,25,28,25,28,37,32,36
190,Jack Neumann,60,none,4You,12,17,6,5,4,17,5,4,8,12,17,6,5,4,17,5,4,8,22,34,22,36263.5,69988.64000000001,94.21999999999996,9,8,9,9,9,6,0,0,2,9,9,8
191,Adan Duarte,35,none,4You,66,68,11,15,17,57,17,13,16,66,68,11,15,17,57,17,13,16,76,124,80,132499.12000000002,252057.76,344.3600000000006,26,25,25,27,25,17,18,18,19,27,25,28
192,Jordan Williams,41,male,4You,23,20,10,8,4,23,5,5,8,23,20,10,8,4,23,5,5,8,30,38,38,54500.319999999985,97564.59999999995,141.61999999999992,9,9,8,9,9,8,9,9,10,9,9,8
193,Jose Carr,62,male,4You,67,60,17,22,19,76,22,25,20,67,60,17,22,19,76,22,25,20,88,140,100,174984.81999999986,315574.1999999997,454.70000000000044,28,22,27,26,27,25,29,24,28,37,29,26
194,William Douthitt,37,male,4You,69,78,12,23,24,72,26,17,23,69,78,12,23,24,72,26,17,23,120,142,82,176898.91999999993,314542.9300000003,459.62000000000086,29,23,27,27,26,25,27,26,28,37,33,36
195,Richard Juarez,39,male,4You,83,83,25,19,31,85,27,21,24,83,83,25,19,31,85,27,21,24,104,186,108,192520.57999999975,363971.8200000002,500.28000000000065,36,31,35,35,35,34,31,27,29,36,32,37
196,Ora Nunez,59,female,4You,35,33,10,15,14,29,6,9,7,35,33,10,15,14,29,6,9,7,38,66,54,80963.36000000006,149607.24000000002,210.41999999999987,18,17,16,9,9,8,9,9,10,19,17,17
197,Roger Chavers,23,male,4You,39,45,18,9,16,46,13,11,15,39,45,18,9,16,46,13,11,15,72,90,50,103566.18000000005,190461.7100000001,269.1000000000001,17,16,18,18,18,16,19,17,19,19,17,18
198,Kathryn Fegley,41,none,4You,5,2,1,2,2,2,0,1,1,5,2,1,2,2,2,0,1,1,2,8,6,8060.82,16028.900000000001,20.959999999999997,0,0,0,0,0,0,0,0,2,9,5,0
199,Charlotte Kina,49,none,4You,19,23,7,6,6,21,8,8,6,19,23,7,6,6,21,8,8,6,42,34,28,48226.759999999995,86520.40999999997,125.3399999999999,10,8,8,9,8,9,9,9,8,9,8,9
200,Teresa Banister,29,none,4You,6,4,1,2,0,4,2,6,1,6,4,1,2,0,4,2,6,1,6,10,10,16643.600000000002,27604.45,43.260000000000005,0,0,0,0,0,0,0,0,2,9,9,6
201,Emerson Martindale,41,male,4You,13,7,5,4,4,13,5,6,5,13,7,5,4,4,13,5,6,5,20,30,12,36356.439999999995,64171.88999999998,94.47999999999999,10,7,9,8,0,0,0,0,2,9,9,8
202,Christopher Schroeder,34,male,4You,16,16,3,3,6,15,4,4,5,16,16,3,3,6,15,4,4,5,16,28,28,33420.659999999974,64814.759999999995,86.87999999999998,10,7,9,9,9,0,0,0,2,9,8,9
203,Gary Lamb,46,male,4You,60,62,23,15,20,69,20,16,17,60,62,23,15,20,69,20,16,17,70,138,94,150481.6200000001,284854.56000000006,391.0600000000007,25,25,26,27,26,25,28,21,19,28,25,27
204,Eddie House,30,none,4You,57,59,16,15,17,51,18,16,17,57,59,16,15,17,51,18,16,17,68,116,82,136008.34000000005,252616.65000000023,353.48000000000013,27,24,26,21,17,17,19,17,19,27,26,26
205,Kelley Bradford,24,none,4You,22,23,6,5,8,20,6,6,2,22,23,6,5,8,20,6,6,2,40,36,22,45104.31999999996,81216.63000000003,117.21999999999987,9,9,8,9,8,9,9,9,2,9,8,9
206,Lisa Mottillo,33,female,4You,58,58,14,19,14,61,16,14,24,58,58,14,19,14,61,16,14,24,72,142,64,140765.68000000002,263124.88999999996,365.74,26,26,25,27,24,16,18,18,19,26,26,27
207,Mary Breton,33,female,4You,41,40,17,13,14,52,14,10,15,41,40,17,13,14,52,14,10,15,58,110,48,109980.60000000014,205135.97999999995,285.78000000000014,17,17,17,18,18,16,19,17,19,24,17,17
208,Gertrude Fowler,37,female,4You,61,66,21,15,16,51,13,13,20,61,66,21,15,16,51,13,13,20,70,112,94,133444.1799999999,253781.47000000006,346.78000000000026,27,24,26,27,22,16,19,17,19,28,25,26
209,Elvin Wilhoit,51,male,4You,54,52,12,16,16,50,17,13,20,54,52,12,16,16,50,17,13,20,66,104,80,122587.88000000003,224074.07999999993,318.54000000000013,28,20,16,18,17,17,18,18,19,27,25,27
210,Jerry Vance,55,none,4You,70,63,20,18,21,58,18,21,17,70,63,20,18,21,58,18,21,17,84,134,88,158576.24000000002,289358.2499999998,412.12000000000074,26,25,26,27,26,25,27,26,19,28,24,27
211,Jessica Shepard,57,female,4You,25,21,8,4,9,35,14,9,7,25,21,8,4,9,35,14,9,7,32,56,44,64957.27999999998,119766.18000000004,168.73999999999987,9,9,8,9,9,8,9,9,10,18,17,17
212,David Donovan,34,male,4You,74,76,18,24,19,77,27,19,22,74,76,18,24,19,77,27,19,22,108,170,78,185792.9999999999,339794.26999999984,482.76000000000016,36,29,27,27,26,25,26,27,28,37,33,35
213,Paulette Olney,44,female,4You,42,49,14,16,13,42,11,11,10,42,49,14,16,13,42,11,11,10,58,88,62,99742.27999999996,186870.99000000002,259.21999999999997,18,16,17,18,18,16,18,18,16,18,18,17
214,Bernice Martinez,62,female,4You,16,12,5,7,4,13,5,0,2,16,12,5,7,4,13,5,0,2,14,36,14,34217.4,65962.18000000001,88.87999999999991,9,8,9,9,1,0,0,0,2,9,8,9
215,James Stokes,30,none,4You,15,15,4,3,3,17,8,4,7,15,15,4,3,3,17,8,4,7,18,32,26,36044.96000000002,69938.71000000004,93.63999999999997,9,9,8,9,9,4,0,0,2,9,8,9
216,Tina Higgins,32,none,4You,82,62,19,22,19,73,23,19,21,82,62,19,22,19,73,23,19,21,82,150,108,172926.98000000016,321725.98000000045,449.3800000000008,25,25,26,26,26,26,28,25,29,36,33,35
217,Manuel Hanson,53,none,4You,25,18,8,6,3,22,9,6,5,25,18,8,6,3,22,9,6,5,26,44,32,52264.000000000015,95909.24999999997,135.79999999999998,10,7,9,9,9,8,9,9,6,9,9,8
218,Marylee Hall,60,female,4You,31,32,6,6,11,22,11,8,13,31,32,6,6,11,22,11,8,13,44,62,34,66198.91999999997,124765.85999999997,172.04000000000002,16,9,8,9,9,8,9,9,10,19,16,18
219,Delia Romero,59,none,4You,55,69,28,26,25,69,21,18,23,55,69,28,26,25,69,21,18,23,94,152,88,168261.20000000004,310753.92,437.28000000000026,27,24,26,26,27,25,27,26,28,37,33,28
220,Jennifer Avalos,47,none,4You,71,65,15,23,16,70,20,25,21,71,65,15,23,16,70,20,25,21,100,146,80,168832.4199999999,305679.3299999999,438.8200000000004,27,24,26,27,26,25,29,24,28,37,27,26
221,Ruth Nava,58,female,4You,13,13,5,2,3,17,6,1,4,13,13,5,2,3,17,6,1,4,16,32,16,28786.780000000006,57242.34999999999,74.77999999999999,9,9,8,9,1,0,0,0,2,9,9,8
222,Kimberly Plumber,21,female,4You,57,66,14,19,19,54,23,18,16,57,66,14,19,19,54,23,18,16,88,118,80,140014.68000000002,256775.83000000016,363.96000000000026,27,24,25,27,26,22,19,17,19,27,25,28
223,Georgina Trevino,36,female,4You,67,64,28,14,24,71,16,18,24,67,64,28,14,24,71,16,18,24,90,134,102,157663.72,297513.6,409.6400000000003,27,25,25,27,26,25,27,26,28,36,27,27
224,Lucille Merkle,65,female,4You,40,44,15,14,8,41,14,15,9,40,44,15,14,8,41,14,15,9,70,64,66,105135.30000000005,181992.79000000012,273.17999999999984,19,15,17,18,18,16,18,16,10,19,16,18
225,Carol Tinkham,35,none,4You,1,2,0,1,0,3,1,0,2,1,2,0,1,0,3,1,0,2,6,2,2,4909.76,8268.449999999999,12.76,0,0,0,0,0,0,0,0,2,8,0,0
226,Jennifer Ladner,29,female,4You,26,34,9,5,9,26,10,10,13,26,34,9,5,9,26,10,10,13,42,64,36,68863.26,131590.43999999997,178.96000000000004,18,9,8,9,9,8,9,9,10,18,17,18
227,Sandra Young,44,none,4You,15,13,5,6,2,26,7,2,10,15,13,5,6,2,26,7,2,10,22,44,20,44222.67999999999,83387.68999999999,114.83999999999995,9,8,9,9,9,8,6,0,2,9,8,9
228,Robert George,29,male,4You,58,67,21,19,15,52,18,22,22,58,67,21,19,15,52,18,22,22,80,132,82,149256.65999999995,278647.0599999998,388.0200000000006,27,24,26,26,27,25,23,18,19,28,25,26
229,Aaron Dunn,51,none,4You,54,65,21,22,16,55,15,13,17,54,65,21,22,16,55,15,13,17,76,114,88,134700.62,249694.1300000001,350.14000000000067,25,26,25,27,24,16,20,16,19,27,25,28
230,Patricia Pittman,35,female,4You,73,71,25,21,22,59,15,20,20,73,71,25,21,22,59,15,20,20,90,150,86,160629.04000000007,302174.4800000003,417.4800000000002,27,24,26,26,26,26,29,24,28,36,28,26
231,Ronnie Stauffer,50,male,4You,49,49,20,9,14,50,18,15,16,49,49,20,9,14,50,18,15,16,66,108,66,119600.02000000006,223463.66000000006,310.76,21,16,17,18,18,16,19,17,19,27,26,26
232,Linda Pelaez,29,female,4You,14,8,4,1,5,10,1,4,3,14,8,4,1,5,10,1,4,3,8,30,12,24130.18000000001,49287.360000000015,62.67999999999999,10,7,5,0,0,0,0,0,2,9,8,9
233,Anna Broyles,63,female,4You,26,36,5,7,10,36,11,6,13,26,36,5,7,10,36,11,6,13,34,68,48,66672.55999999994,129831.96,173.28000000000006,18,16,9,9,9,8,9,9,10,18,18,17
234,Antonia Mcrae,45,female,4You,87,83,19,20,19,63,21,30,26,87,83,19,20,19,63,21,30,26,96,162,110,185048.09999999992,346009.2899999999,480.9400000000012,34,33,35,27,27,25,28,25,29,35,34,36
235,Bonnie Martinez,49,female,4You,4,5,1,3,0,4,3,1,1,4,5,1,3,0,4,3,1,1,6,14,2,11631.960000000003,22221.21,30.24,0,0,0,0,0,0,0,0,2,9,8,3
236,James Brooks,46,none,4You,64,59,23,30,16,47,14,20,13,64,59,23,30,16,47,14,20,13,102,108,76,156857.22000000015,273448.01000000024,407.6200000000007,27,25,25,26,26,23,19,17,19,27,26,26
237,Sylvia Etheridge,47,female,4You,69,80,28,23,25,70,23,14,20,69,80,28,23,25,70,23,14,20,98,150,104,167402.0400000001,317436.77999999997,435.1200000000004,36,25,27,27,25,26,27,26,28,37,32,36
238,Charles Baker,38,male,4You,34,27,6,4,9,34,12,12,10,34,27,6,4,9,34,12,12,10,32,68,48,79467.62000000001,145566.87000000002,206.43999999999994,19,14,8,9,9,8,9,9,10,19,17,17
239,Julie Berman,51,female,4You,78,69,24,27,26,77,20,19,22,78,69,24,27,26,77,20,19,22,102,146,114,192665.61999999994,346399.2599999998,500.5400000000012,36,31,30,26,27,25,29,24,29,35,33,37
240,Foster King,33,none,4You,39,37,12,13,6,36,13,9,11,39,37,12,13,6,36,13,9,11,44,82,50,91283.68000000005,171579.55000000002,237.13999999999982,18,16,17,19,17,8,9,9,10,18,18,17
241,Sonia Malaspina,63,female,4You,77,95,29,28,24,71,27,29,20,77,95,29,28,24,71,27,29,20,118,162,120,201777.4599999999,368203.4499999999,524.440000000001,35,32,35,35,35,34,34,26,28,36,34,36
242,Ray Johnson,56,male,4You,69,74,12,27,17,66,22,23,20,69,74,12,27,17,66,22,23,20,86,156,88,173764.4200000001,319564.62999999995,451.6200000000009,27,25,25,26,27,25,27,26,29,34,33,26
243,Jason Griess,45,none,4You,69,59,22,20,19,68,23,27,23,69,59,22,20,19,68,23,27,23,94,140,96,174025.43999999992,311523.47999999986,452.16000000000025,26,25,26,27,26,25,28,25,28,36,31,27
244,Opal Valles,45,female,4You,50,53,12,16,16,43,14,13,15,50,53,12,16,16,43,14,13,15,72,86,74,112507.78000000009,205784.5299999999,292.38000000000017,18,17,16,18,17,17,19,17,19,28,25,21
245,Jacqueline Sabir,40,female,4You,56,58,9,14,14,55,12,20,28,56,58,9,14,14,55,12,20,28,94,110,62,127410.54000000005,230782.62999999992,331.1200000000003,27,25,25,21,17,17,19,17,19,26,27,26
246,Dorothy Richardson,33,female,4You,32,44,10,14,10,40,15,12,9,32,44,10,14,10,40,15,12,9,40,110,36,92821.76,181804.36,241.25999999999996,18,16,17,18,18,16,11,9,10,19,16,18
247,Judy Mcmann,25,none,4You,78,71,25,22,18,76,24,28,24,78,71,25,22,18,76,24,28,24,120,180,66,191855.51999999984,349112.5399999998,498.5400000000002,36,32,34,28,24,26,29,24,28,36,33,36
248,Monica Chafin,49,female,4You,48,61,15,20,11,57,17,18,11,48,61,15,20,11,57,17,18,11,76,114,68,131168.96000000002,243067.23000000016,340.86000000000024,27,23,22,18,17,17,19,17,19,28,24,27
249,George Sapp,26,male,4You,28,38,10,8,13,26,5,11,7,28,38,10,8,13,26,5,11,7,50,62,34,71391.94000000002,131359.51999999996,185.54000000000008,19,12,8,9,9,8,10,8,10,19,16,18
250,Jeff Veno,38,male,4You,62,68,17,23,20,72,22,22,18,62,68,17,23,20,72,22,22,18,96,134,94,167799.49999999983,301819.8199999997,436.10000000000025,27,25,25,26,27,25,28,25,29,36,25,26
